ID,Interest_Rate,EMI
APPY50008954837,11.99,4739
APPY50012696433,14.85,1186
APPY50035189034,14.85,1110
APPY50041385408,16.25,1472
APPY50067026412,16.25,1693
APPY50073462013,20,1139
APPY50076026425,15.25,839
APPY50085576822,13,188
APPY50085601229,31.5,1291
APPY50093837218,18.4,1101
APPY50094099416,31.5,589
APPY50106947615,13.99,2326
APPY50111828013,14.85,1186
APPY50114898001,13.49,1018
APPY50138597804,18.25,944
APPY50143418645,15,1317
APPY50151095246,13.99,1475
APPY50152825849,18.25,980
APPY50158223021,19,934
APPY50172507415,20,874
APPY50178648648,31.5,340
APPY50189359034,20,874
APPY50199251814,16.75,1112
APPY50219218812,20,2594
APPY50233727421,31.5,738
APPY50257836837,29.5,320
APPY50285402635,31.5,736
APPY50298905419,15.5,341
APPY50302139426,37,402
APPY50312201046,18.4,1127
APPY50313632207,13.99,960
APPY50325061632,15.25,1398
APPY50326187827,15.75,726
APPY50350431239,18.4,1101
APPY50358469809,18.25,766
APPY50416223611,14.85,2371
APPY50431877049,32.5,1017
APPY50435452817,13.99,820
APPY50448233819,20,1018
APPY50456625821,20,795
APPY50459734416,18.25,363
APPY50475127411,14.85,968
APPY50482801832,14.85,1038
APPY50483586203,20,509
APPY50488622403,14.5,1447
APPY50503427801,32.5,749
APPY50529917233,16.25,245
APPY50530564207,20,943
APPY50531431825,37,278
APPY50562141814,16.25,2847
APPY50566743025,13.99,1339
APPY50573517405,28.5,1213
APPY50576063417,20,1192
APPY50582042812,15.5,1395
APPY50585611432,31.5,738
APPY50591237845,14.85,2629
APPY50596057816,13,1610
APPY50624826838,31.5,775
APPY50629856627,15.25,1531
APPY50635312634,18.4,922
APPY50635406046,18.25,363
APPY50641916621,18.25,400
APPY50642976236,16.75,1776
APPY50653261826,14.85,1067
APPY50659356636,14.85,833
APPY50661388633,15.75,314
APPY50665085431,28.5,833
APPY50665237013,23.5,1616
APPY50677142418,14.85,4163
APPY50682833842,16.75,711
APPY50691271818,20,913
APPY50698545447,14.85,555
APPY50703328209,31.5,959
APPY50708212449,18.25,363
APPY50711392623,31.5,996
APPY50714132602,15.25,2392
APPY50715611216,15.25,452
APPY50722141646,13.5,4061
APPY50752163005,17.5,1256
APPY50774702849,14.85,237
APPY50790174044,31.5,260
APPY50802833434,14.85,902
APPY50807881412,24,1726
APPY50808649801,13.99,5464
APPY50810111023,31.5,866
APPY50811716611,14.85,3557
APPY50817957433,27,1543
APPY50822604625,18.25,363
APPY50826545848,18.25,363
APPY50835038043,16.75,742
APPY50853108205,13.99,2459
APPY50856484204,20,795
APPY50862401231,14.25,772
APPY50862402425,20,530
APPY50908367824,16.75,791
APPY50919423821,20,780
APPY50926399031,13.99,683
APPY50932911232,17.5,1256
APPY50952162042,13.99,1538
APPY50958823437,20,265
APPY50964249828,16.25,4719
APPY50972176047,15.75,1790
APPY50988826222,16.75,742
APPY50998573232,14.85,735
APPY60019695409,13.99,2326
APPY60044363619,14.5,688
APPY60047551433,16.75,742
APPY60064859847,13.99,960
APPY60070006649,14.85,346
APPY60099171211,17.5,2512
APPY60109585008,24,1007
APPY60120819438,20,1245
APPY60128416433,18.15,510
APPY60147428801,35.5,982
APPY60154897631,16.25,1223
APPY60196687809,33,441
APPY60197325224,24,1438
APPY60198237615,13.5,230
APPY60206463004,28.5,677
APPY60207929849,24,1177
APPY60210561236,15.5,1082
APPY60213948006,13.99,683
APPY60220311002,19,897
APPY60225231602,13.99,1940
APPY60225885407,16.15,908
APPY60229807605,19.75,527
APPY60235524629,15.5,2189
APPY60255622236,13.49,1610
APPY60273687227,16.75,247
APPY60288081433,16.75,2422
APPY60304999629,14.85,1110
APPY60315765417,13.99,1025
APPY60325177843,16.75,1522
APPY60330382004,18.25,255
APPY60331235609,13.99,465
APPY60356225642,28.5,1370
APPY60360294235,16.5,2557
APPY60370535224,31.5,433
APPY60374688807,14.55,828
APPY60393682415,17.5,1077
APPY60394715613,13,475
APPY60420309614,17,989
APPY60421728048,13.99,1366
APPY60433487245,14.85,416
APPY60433863618,20,509
APPY60446577047,18.15,255
APPY60468009037,15.25,1962
APPY60470868619,18.25,255
APPY60471488439,16.75,1494
APPY60479389444,13,1213
APPY60514184601,13.99,4098
APPY60529648423,15.25,1808
APPY60533667237,20,530
APPY60538937217,12.99,1137
APPY60540495849,22,3151
APPY60573506843,14.85,1186
APPY60573553802,14.85,4163
APPY60575212414,35.5,393
APPY60612576042,20,1166
APPY60628244641,20,1192
APPY60629941805,20,609
APPY60652154402,18.4,1127
APPY60660438444,20,1018
APPY60671227236,20,743
APPY60674881818,28.5,975
APPY60696267632,20,1060
APPY60750646407,31.5,433
APPY60752325003,20,509
APPY60753696434,27,1680
APPY60770903218,20,1390
APPY60781528249,13.99,1163
APPY60784183045,14.85,1452
APPY60785407424,20,1166
APPY60794321824,13.99,931
APPY60794782212,20,848
APPY60819306045,13,842
APPY60820297427,18.15,1090
APPY60825106838,16.75,791
APPY60837215209,35.5,393
APPY60841513443,17.5,754
APPY60842964815,20,530
APPY60850961249,17.5,829
APPY60851673425,14.85,692
APPY60858681219,20,372
APPY60865887041,24.5,658
APPY60875305237,24,921
APPY60875898807,16.25,491
APPY60890546237,18.15,764
APPY60890623647,13.5,956
APPY60892829009,18,1270
APPY60904356023,13,3413
APPY60905252001,16.75,1066
APPY60906117844,28.5,717
APPY60924218047,19,1495
APPY60928169428,24,1295
APPY60955561621,20,424
APPY60960993406,15.5,974
APPY60964147626,20,304
APPY60968117232,14.85,1186
APPY60973496204,14.49,1930
APPY60978862415,13.99,1366
APPY60990712815,15.25,583
APPY60993116428,16.75,840
APPY70019776207,28.5,1476
APPY70050771419,15.25,559
APPY70060787434,24,981
APPY70066926001,15.25,972
APPY70082067219,16.5,1287
APPY70090791835,13.99,1475
APPY70095404039,18,917
APPY70127231816,28.5,1441
APPY70127888025,15.5,481
APPY70128556207,15.25,718
APPY70146953443,16.75,890
APPY70151437003,20,1430
APPY70153323038,14.25,913
APPY70159058432,18.4,947
APPY70191847004,24,946
APPY70199238842,19,367
APPY70221552015,14.25,842
APPY70223736022,18.25,250
APPY70229724048,15.5,1203
APPY70234258848,31.5,567
APPY70242684041,13.99,683
APPY70246723824,18.4,582
APPY70273226233,18.25,1200
APPY70286102618,29,1108
APPY70292566632,19.75,1111
APPY70310072031,17,989
APPY70319914627,30.5,562
APPY70321782642,28.5,422
APPY70333594219,20,901
APPY70335039415,17.75,1263
APPY70340267231,20,943
APPY70341831423,16.75,1236
APPY70346821008,20,530
APPY70354124248,15.5,843
APPY70377977423,18.25,856
APPY70384164618,13,1476
APPY70386667426,16,5988
APPY70391998249,15.5,1203
APPY70395279246,20,874
APPY70396834209,28.5,496
APPY70408242848,13.99,1163
APPY70416994841,19,934
APPY70417372226,20,265
APPY70423748001,29,2095
APPY70424408421,20,1192
APPY70426803246,15.25,2392
APPY70436037406,16.75,989
APPY70461804014,14.85,484
APPY70469345422,19,1090
APPY70478659403,16.2,1163
APPY70484989831,15.25,1808
APPY70493206801,13.5,3682
APPY70501817645,20,743
APPY70516233606,35.5,864
APPY70517616607,19,934
APPY70525032403,16.25,854
APPY70527559613,15.25,478
APPY70529177201,23.5,3190
APPY70534296031,13.99,683
APPY70544826219,14.75,1036
APPY70553856417,20,1696
APPY70562624219,13.99,1367
APPY70583515845,19,778
APPY70588943841,20,1115
APPY70597363843,28.5,999
APPY70612211834,24,1812
APPY70617433434,14.85,2039
APPY70628095249,20,372
APPY70652454229,17.5,1456
APPY70653804434,15.25,1398
APPY70657324647,20,1018
APPY70668252849,18,2086
APPY70725049834,33,460
APPY70738315429,12.99,2252
APPY70770166407,14.85,242
APPY70790626622,28.5,1069
APPY70808199212,16.75,1494
APPY70827339231,27,817
APPY70838706214,18,508
APPY70852958828,20,1018
APPY70863549013,18.25,363
APPY70888047046,20,1060
APPY70889746448,27,381
APPY70898258023,20,874
APPY70900012801,13.99,1628
APPY70902826044,25.5,1571
APPY70916099204,13.99,2459
APPY70926473247,17,989
APPY70940307021,15,1336
APPY70941677802,20,743
APPY70949977645,13,819
APPY70957179022,15.75,282
APPY70963391802,13.99,1768
APPY70988699036,18.5,796
APPY70996834044,13.5,758
APPY70999679818,13.49,3393
APPY80006154802,16.75,493
APPY80011769215,15.25,904
APPY80018565447,20,1192
APPY80025234811,28.5,1124
APPY80025314644,14.85,1277
APPY80027591808,20,1298
APPY80029948205,14.85,2656
APPY80033452838,31.5,885
APPY80040645048,16.75,355
APPY80044134826,14.25,1029
APPY80050578017,20,611
APPY80054525847,16.75,355
APPY80075073019,18.5,796
APPY80075605822,20,318
APPY80077714214,14.75,691
APPY80083972818,15.25,1196
APPY80113932222,13,893
APPY80123236445,15.5,927
APPY80124058837,20,560
APPY80141482236,31.5,1033
APPY80155222815,18.25,295
APPY80176055003,31.5,738
APPY80176673023,20,509
APPY80251061413,28.5,1195
APPY80288171241,14.25,1647
APPY80295086208,15.5,724
APPY80345901225,19,1038
APPY80346269638,20,1060
APPY80367961802,20,1060
APPY80371586811,15.25,486
APPY80373656445,20,855
APPY80378633818,16,352
APPY80397969227,14.85,4996
APPY80401906022,18.4,1127
APPY80405246023,15.25,1898
APPY80421352042,15.25,2392
APPY80432661223,18.25,363
APPY80438984808,18,1625
APPY80440332405,19,934
APPY80443983814,16.5,2262
APPY80475371446,31.5,885
APPY80489534428,13.99,513
APPY80490161825,18.4,666
APPY80490953401,13,1073
APPY80495492806,20,848
APPY80499841232,14.85,1860
APPY80519086209,15.5,905
APPY80526359217,15.25,1458
APPY80533268227,29.5,1731
APPY80536422011,31.5,775
APPY80538643828,13.49,2070
APPY80541124426,14.25,1919
APPY80545546829,31.5,454
APPY80552514201,31.5,1070
APPY80554752241,20,743
APPY80561351444,13.99,465
APPY80566822848,14.85,948
APPY80613025432,16.75,742
APPY80618017604,15.5,698
APPY80619224445,25.5,1003
APPY80648149002,20,742
APPY80650694013,14.85,555
APPY80667678614,13.99,1163
APPY80668009239,31.5,885
APPY80682371833,28.5,551
APPY80684452842,24,834
APPY80689069218,28.5,1195
APPY80705421424,20,2087
APPY80718931002,35.5,802
APPY80724758031,20,2331
APPY80743982045,24,1500
APPY80764528611,20,1325
APPY80766116633,31.5,922
APPY80787278021,13.99,898
APPY80788297602,31.5,567
APPY80789556805,16.75,575
APPY80789722203,12.99,2298
APPY80792707433,20,530
APPY80795101604,37,371
APPY80798253838,28.5,416
APPY80818152236,17,577
APPY80868004849,20,1166
APPY80871645842,14.85,1038
APPY80876467623,16,979
APPY80877841613,17,696
APPY80884278039,11.99,3159
APPY80886163027,15.25,643
APPY80897701038,14.25,1373
APPY80926167404,20,954
APPY80931659828,31.5,433
APPY80934853205,15.25,1398
APPY80941961213,15.5,1047
APPY80945653007,16.75,939
APPY80953461203,16.25,706
APPY80959076807,31.5,738
APPY80968173826,31.5,885
APPY80969361809,14.85,1518
APPY90003594631,14.85,1499
APPY90037075833,14.85,1755
APPY90038132826,24,978
APPY90048778825,20,1853
APPY90073859437,14.85,1921
APPY90077823048,20,795
APPY90106153035,16.75,494
APPY90112972202,32.5,1017
APPY90129206015,18.25,797
APPY90148906839,13.99,465
APPY90153559641,27,1919
APPY90159283001,15.5,562
APPY90176868416,18.4,888
APPY90236256007,20,509
APPY90239926019,18.4,1076
APPY90242397222,24,978
APPY90249613204,14.85,484
APPY90255572004,15.5,289
APPY90285995641,14.5,1033
APPY90293043023,19,1038
APPY90297316414,20,795
APPY90298323208,15.5,1404
APPY90310977445,15.35,487
APPY90322941237,14.85,2886
APPY90344748819,15.25,2392
APPY90355685601,13.99,1440
APPY90363719046,13,3219
APPY90367733023,18.25,708
APPY90390432237,37,298
APPY90399954414,14.5,1103
APPY90408506248,18.15,510
APPY90411403242,14.85,1749
APPY90412507647,15.5,722
APPY90435159603,15.25,2293
APPY90444536444,15.5,722
APPY90455282011,20,1115
APPY90456735025,31.5,567
APPY90461321648,15.5,905
APPY90468498203,18.4,999
APPY90482269249,15.75,726
APPY90483457211,13,268
APPY90488325827,14.85,555
APPY90495627027,17,2472
APPY90544528203,20,609
APPY90576494238,18,1193
APPY90587264413,37,1045
APPY90594485617,31.5,738
APPY90617088607,16.75,742
APPY90617212801,18.25,617
APPY90630324208,13.5,1150
APPY90659137243,31.5,775
APPY90659964413,31.5,433
APPY90682538824,16.75,816
APPY90688844039,19,778
APPY90702095614,13.5,3451
APPY90715768207,14.85,692
APPY90744852049,37,723
APPY90748496614,16.15,981
APPY90771749047,19,1167
APPY90781527234,13,1905
APPY90793978427,20,1060
APPY90798687036,18.25,511
APPY90799736832,18.25,443
APPY90816022224,17.5,1055
APPY90825078401,14.49,917
APPY90834276604,18,1473
APPY90834644046,20,874
APPY90843926234,35.5,785
APPY90844025409,13.99,273
APPY90861868246,24,3481
APPY90862579246,20,265
APPY90868713206,13.99,1025
APPY90903475809,15.75,1051
APPY90909533028,23.5,1616
APPY90919993018,15.5,962
APPY90921095628,16.75,1066
APPY90942035804,20,1060
APPY90959578649,20,795
APPY90966743044,18.4,769
APPY90967799624,13,2275
APPY90978542241,20,768
APPZ10002051718,14.5,1176
APPZ10020398942,20,874
APPZ10040929905,18,2539
APPZ10049984532,14.85,1388
APPZ10056973731,15.25,1538
APPZ10059806728,18.25,1174
APPZ10076557948,13.75,2040
APPZ10081022528,18.15,1178
APPZ10083242923,31.5,397
APPZ10083771731,18.15,510
APPZ10085682105,13.49,2707
APPZ10088502546,18.5,770
APPZ10093546537,31.5,567
APPZ10106756121,28.5,968
APPZ10118302744,13.99,960
APPZ10123204319,16.5,1623
APPZ10130298923,16.35,983
APPZ10138301532,20,2040
APPZ10139908944,28.5,833
APPZ10178141535,31.5,850
APPZ10179568705,15.25,1458
APPZ10181322722,13.99,546
APPZ10186785106,18.25,856
APPZ10188821315,18.25,766
APPZ10194563122,14.85,1186
APPZ10197572939,31.5,738
APPZ10207285925,14.85,474
APPZ10228604506,15.5,2453
APPZ10233433736,35.5,273
APPZ10242378527,20,509
APPZ10243088936,13.99,1163
APPZ10246197336,16.25,734
APPZ10268514335,15.25,486
APPZ10289987338,20,874
APPZ10297772303,17.5,582
APPZ10312764517,18.5,1092
APPZ10335086147,18.25,363
APPZ10363308145,20,1115
APPZ10363427718,20,1390
APPZ10371772923,14.85,968
APPZ10383059305,15.75,726
APPZ10390779506,18.25,590
APPZ10402243903,15.75,726
APPZ10408548123,16.75,791
APPZ10417937942,31.5,775
APPZ10418795321,16,1469
APPZ10420174331,20,768
APPZ10423526323,20,265
APPZ10437133524,20,768
APPZ10446627921,15.25,1531
APPZ10450938345,18.4,364
APPZ10453359515,35.5,982
APPZ10454296102,20,372
APPZ10456524523,20,743
APPZ10494645318,14.85,484
APPZ10515846311,31.5,922
APPZ10528758321,18.25,590
APPZ10556091919,18.15,764
APPZ10557124747,20,1802
APPZ10558015923,19,922
APPZ10566729733,13.99,898
APPZ10570077742,19,1008
APPZ10598745513,13.99,1163
APPZ10626713926,15.5,974
APPZ10630861125,16.75,711
APPZ10635697707,18.15,725
APPZ10639961702,15.25,348
APPZ10643062342,20,1060
APPZ10648834909,16.75,1066
APPZ10663355905,20,1033
APPZ10664631735,28.5,351
APPZ10679444742,20,743
APPZ10681564906,15.25,1196
APPZ10704867919,15.25,904
APPZ10718893729,15.5,487
APPZ10730415338,19.75,606
APPZ10738196329,20,927
APPZ10740317107,20,509
APPZ10760846934,16.75,493
APPZ10771066517,15.25,904
APPZ10771778548,27,1710
APPZ10802967747,20,916
APPZ10814467742,20,980
APPZ10822681114,13.99,1025
APPZ10827108941,15.25,280
APPZ10863742543,15.5,905
APPZ10871102737,35.5,864
APPZ10879535541,14.85,1162
APPZ10888474108,18.4,592
APPZ10894447123,13.99,465
APPZ10897971917,28.5,351
APPZ10936341537,17.5,3144
APPZ10943651941,20,509
APPZ10956365924,15.5,481
APPZ10968532911,15.5,1203
APPZ10975774738,20,304
APPZ10989086711,17.5,1733
APPZ10996064914,20,1853
APPZ10999215129,37,464
APPZ20025167744,15.25,1044
APPZ20025235338,17.5,2512
APPZ20044178302,13.99,1667
APPZ20045389317,18.15,589
APPZ20051956131,15.25,1808
APPZ20064705714,18.25,1560
APPZ20073517315,20,795
APPZ20073954507,14.49,1505
APPZ20092842117,20,583
APPZ20113246329,20,848
APPZ20123122324,14.75,831
APPZ20137723702,15.5,1222
APPZ20139466502,14.25,2114
APPZ20153039731,15.25,1196
APPZ20155101321,17.5,1256
APPZ20157445519,15.25,1196
APPZ20189345739,15.25,1435
APPZ20196493349,24,1036
APPZ20201033947,14.85,2109
APPZ20214533535,35.5,273
APPZ20218483338,18.25,590
APPZ20231354322,18,2590
APPZ20239655506,15.5,1443
APPZ20240058727,20,662
APPZ20243331513,18,999
APPZ20247937549,15.25,3479
APPZ20254524119,15.25,1458
APPZ20261391505,18,499
APPZ20268767927,19,1375
APPZ20278945303,13.99,898
APPZ20282597745,12.99,3412
APPZ20286637701,15.5,698
APPZ20287123305,15,1927
APPZ20294413911,16.75,494
APPZ20295362928,13.99,720
APPZ20303014322,28.5,625
APPZ20307277512,19.75,527
APPZ20309015944,17,1270
APPZ20316855915,18.25,740
APPZ20324475738,15.5,349
APPZ20331997732,28.5,551
APPZ20341643341,14.5,1082
APPZ20351686138,16.75,816
APPZ20395182105,13.99,1612
APPZ20413571519,14.5,827
APPZ20429673717,18.25,590
APPZ20436188927,17.5,1256
APPZ20445686723,20,372
APPZ20446722307,20,768
APPZ20451012714,20,913
APPZ20458401943,13.25,2929
APPZ20466379524,28.5,551
APPZ20491485504,18.5,593
APPZ20494671943,18.25,500
APPZ20508832131,20,1086
APPZ20512596729,31.5,258
APPZ20513013126,18.15,1401
APPZ20514546126,20,609
APPZ20519192339,15.25,2711
APPZ20519769923,16,703
APPZ20520285328,20,372
APPZ20559196743,37,482
APPZ20564959908,37,596
APPZ20582055704,20,795
APPZ20615807738,15.5,842
APPZ20619206705,18,362
APPZ20621698129,15.25,696
APPZ20624885342,14.85,1730
APPZ20633206533,13.25,2695
APPZ20640635144,17,1443
APPZ20648109725,20,1245
APPZ20658506121,18.4,364
APPZ20662567349,18.25,726
APPZ20670658135,20,926
APPZ20689023727,15.35,904
APPZ20711603915,13.99,2652
APPZ20747773135,19,934
APPZ20756312948,28.5,1195
APPZ20764256307,20,530
APPZ20768123534,14.85,1280
APPZ20770067106,37,844
APPZ20779067702,16.75,717
APPZ20784985107,31.5,433
APPZ20796888507,31.5,738
APPZ20798143545,13.75,2314
APPZ20826669346,16.75,1409
APPZ20826709549,20,1007
APPZ20833231746,14.85,948
APPZ20859266909,35.5,864
APPZ20863141705,18.15,580
APPZ20866866345,14.85,1499
APPZ20881234323,13.99,4918
APPZ20881736513,19,519
APPZ20884054126,24,1007
APPZ20889034949,16.75,494
APPZ20890701128,31.5,567
APPZ20891398907,13,1138
APPZ20900568933,18.25,726
APPZ20920086529,15.25,1044
APPZ20935594947,20,1522
APPZ20950878312,37,402
APPZ20951282716,20,372
APPZ20957188743,14.85,1067
APPZ20967813921,16.75,890
APPZ20969599721,13.75,2203
APPZ20976204326,31.5,736
APPZ20983057935,15.5,1203
APPZ20989037723,31.5,811
APPZ30002051535,18.25,970
APPZ30002078545,16.75,493
APPZ30005191937,20,913
APPZ30006108944,13,1980
APPZ30006681739,13,1229
APPZ30012855723,33,1092
APPZ30018137947,20,865
APPZ30035458308,13.99,1667
APPZ30036605714,20,530
APPZ30038492921,32.5,339
APPZ30058095945,15.5,842
APPZ30063051542,20,743
APPZ30067458931,14.85,484
APPZ30091456109,14.85,865
APPZ30097202724,17,1414
APPZ30121199305,20,2545
APPZ30132525505,20,530
APPZ30135457935,13.5,956
APPZ30159606733,18.4,512
APPZ30169011737,20,954
APPZ30175604335,15.5,843
APPZ30185077548,20,795
APPZ30188876932,13.49,478
APPZ30209202939,20,1139
APPZ30211017342,20,743
APPZ30214588701,31.5,866
APPZ30226988548,15.75,1209
APPZ30233193502,13.99,1745
APPZ30235059948,18.5,770
APPZ30237558737,35.5,319
APPZ30245902527,20,901
APPZ30258096747,28.5,551
APPZ30270865742,20,1881
APPZ30279017931,20,1325
APPZ30320459711,13.99,2951
APPZ30347488933,15.5,770
APPZ30354773105,20,901
APPZ30373522323,16.75,1236
APPZ30378075731,16,4251
APPZ30382309929,15.5,1034
APPZ30384666547,15,999
APPZ30387661928,14.85,1038
APPZ30402084926,33,1284
APPZ30431311317,13.25,3288
APPZ30431412105,13.99,898
APPZ30436503929,16.75,2966
APPZ30439088114,15.5,175
APPZ30453845718,14.49,1721
APPZ30454507907,14.8,711
APPZ30462478727,15.25,239
APPZ30501068732,20,530
APPZ30504688142,18.15,510
APPZ30517029727,14.85,3557
APPZ30524443525,18.25,797
APPZ30524475501,15.75,526
APPZ30546944532,20,974
APPZ30552134922,20,1115
APPZ30569215928,15.25,2087
APPZ30582697541,15.25,957
APPZ30585857145,15.25,1196
APPZ30603802101,31,564
APPZ30607842736,28,349
APPZ30618984538,31.5,701
APPZ30633667138,16.25,706
APPZ30640067319,14.85,1388
APPZ30661543535,15.5,1756
APPZ30662538303,13.5,679
APPZ30678037323,20,874
APPZ30697649303,15.75,1451
APPZ30706799927,20,700
APPZ30707828133,18.25,531
APPZ30734188141,17.75,505
APPZ30736939537,31.5,775
APPZ30743105105,20,743
APPZ30760519543,16.25,1492
APPZ30778203134,16.75,1483
APPZ30782977125,13.99,1585
APPZ30791956529,18.4,1127
APPZ30793961138,16,632
APPZ30808757125,15.25,478
APPZ30830039545,13.99,1557
APPZ30831653716,13,337
APPZ30833055525,12.99,3369
APPZ30834505104,16.2,733
APPZ30838113334,20,1156
APPZ30841875134,31.5,885
APPZ30861764342,31.5,369
APPZ30865724918,16,490
APPZ30866345104,18,587
